start_date,end_date,date_range,timedelta_days,bands,band_count,city,country,state,raw_score,avg_score
2023-05-15,2023-05-17,2023-05-15 to 2023-05-17,3,"('Lizzo', 'RAYE', 'Veil of Maya')",3,Chicago,US,IL,310.0,103.33
2023-05-23,2023-05-26,2023-05-23 to 2023-05-26,4,"('Billy Cobham', 'Louis Cole', 'Polyphia')",3,Paris,France,,310.0,103.33
2023-05-05,2023-05-06,2023-05-05 to 2023-05-06,2,"('Marshmello', 'The Chicks', 'Veil of Maya')",3,Las Vegas,US,NV,320.0,106.67
2023-05-20,2023-05-22,2023-05-20 to 2023-05-22,3,"('Arch Echo', 'Haken', 'Joey Alexander')",3,Mesa,US,AZ,320.0,106.67
2023-05-24,2023-05-25,2023-05-24 to 2023-05-25,2,"('Bruno Mars', 'Marshmello', 'The Chainsmokers')",3,Las Vegas,US,NV,320.0,106.67
2023-05-27,2023-05-28,2023-05-27 to 2023-05-28,2,"('Bruno Mars', 'Marshmello', 'Matchbox Twenty')",3,Las Vegas,US,NV,320.0,106.67
2023-05-04,2023-05-06,2023-05-04 to 2023-05-06,3,"('Arch Echo', 'Haken', 'Lizzo')",3,Montreal,Canada,QC,330.0,110.0
2023-05-07,2023-05-11,2023-05-07 to 2023-05-11,5,"('Polyphia', 'Post Malone', 'Sam Wills')",3,London,UK,,330.0,110.0
2023-05-09,2023-05-13,2023-05-09 to 2023-05-13,5,"('Plini', 'Sungazer', 'Theo Katzman')",3,Chicago,US,IL,330.0,110.0
2023-05-26,2023-05-31,2023-05-26 to 2023-05-31,6,"('Matchbox Twenty', 'Plini', 'Sungazer')",3,Phoenix,US,AZ,330.0,110.0
2023-07-11,2023-07-13,2023-07-11 to 2023-07-13,3,"('Breaking Benjamin', 'Disturbed', 'Paramore')",3,Denver,US,CO,330.0,110.0
2023-07-12,2023-07-12,2023-07-12,1,"('Lil Nas X', 'Muse')",2,Bern,Switzerland,,330.0,165.0
2023-05-13,2023-05-16,2023-05-13 to 2023-05-16,4,"('Lizzo', 'Plini', 'Sungazer')",3,Pittsburgh,US,PA,340.0,113.33
2023-05-18,2023-05-18,2023-05-18,1,"('Avenged Sevenfold', 'Queens of the Stone Age', 'TOOL')",3,Daytona Beach,US,FL,340.0,113.33
2023-05-24,2023-05-26,2023-05-24 to 2023-05-26,3,"('Lizzo', 'Plini', 'Sungazer')",3,Phoenix,US,AZ,340.0,113.33
2023-07-13,2023-07-19,2023-07-13 to 2023-07-19,7,"('Cory Wong', 'Parov Stelar', 'Snarky Puppy')",3,Stuttgart,Germany,,340.0,113.33
2023-08-07,2023-08-08,2023-08-07 to 2023-08-08,2,"('Breaking Benjamin', 'Disturbed', 'Lindsey Stirling')",3,Raleigh,US,NC,340.0,113.33
2023-08-10,2023-08-15,2023-08-10 to 2023-08-15,6,"('Breaking Benjamin', 'Disturbed', 'Lindsey Stirling')",3,Cincinnati,US,OH,340.0,113.33
2023-08-18,2023-08-23,2023-08-18 to 2023-08-23,6,"('Ed Sheeran', 'Lamb Of God', 'Sam Smith')",3,Denver,US,CO,340.0,113.33
2023-06-29,2023-06-29,2023-06-29,1,"('DOMi & JD BECK', 'Jacob Collier')",2,Vienne,France,,340.0,170.0
2023-07-28,2023-07-28,2023-07-28,1,"('Maroon 5', 'deadmau5')",2,Las Vegas,US,NV,340.0,170.0
2023-05-05,2023-05-11,2023-05-05 to 2023-05-11,7,"('Arch Echo', 'Haken', 'RAYE')",3,New York (NYC),US,NY,350.0,116.67
2023-05-09,2023-05-13,2023-05-09 to 2023-05-13,5,"('Arch Echo', 'Plini', 'Sungazer')",3,Boston,US,MA,350.0,116.67
2023-05-13,2023-05-17,2023-05-13 to 2023-05-17,5,"('Louis Cole', 'Polyphia', 'Post Malone')",3,Manchester,UK,,350.0,116.67
2023-05-16,2023-05-20,2023-05-16 to 2023-05-20,5,"('Arch Echo', 'Plini', 'Sungazer')",3,Orlando,US,FL,350.0,116.67
2023-05-17,2023-05-20,2023-05-17 to 2023-05-20,4,"('Arch Echo', 'Haken', 'Veil of Maya')",3,Atlanta,US,GA,350.0,116.67
2023-05-20,2023-05-24,2023-05-20 to 2023-05-24,5,"('Arch Echo', 'Plini', 'Sungazer')",3,Austin,US,TX,350.0,116.67
2023-05-21,2023-05-27,2023-05-21 to 2023-05-27,7,"('Ed Sheeran', 'Paramore', 'Plini')",3,Atlanta,US,GA,350.0,116.67
2023-04-27,2023-05-02,2023-04-27 to 2023-05-02,6,"('Disturbed', 'May Erlewine', 'Theo Katzman', 'Theory of a Deadman')",4,Montreal,Canada,QC,360.0,90.0
2023-05-01,2023-05-03,2023-05-01 to 2023-05-03,3,"('Disturbed', 'May Erlewine', 'Theo Katzman', 'Theory of a Deadman')",4,Toronto,Canada,ON,360.0,90.0
2023-05-26,2023-05-26,2023-05-26,1,"('Foo Fighters', 'Paramore', 'Queens of the Stone Age')",3,Boston,US,MA,360.0,120.0
2023-08-02,2023-08-06,2023-08-02 to 2023-08-06,5,"('Bring Me The Horizon', 'Fall Out Boy', 'Lamb Of God')",3,Camden,US,NJ,360.0,120.0
2023-08-04,2023-08-09,2023-08-04 to 2023-08-09,6,"('Bring Me The Horizon', 'Fall Out Boy', 'Lamb Of God')",3,Darien Center,US,NY,360.0,120.0
2023-05-19,2023-05-21,2023-05-19 to 2023-05-21,3,"('Marshmello', 'deadmau5')",2,Las Vegas,US,NV,360.0,180.0
2023-06-21,2023-06-21,2023-06-21,1,"('Lil Nas X', 'Lizzo')",2,Pilton,UK,,360.0,180.0
2023-06-24,2023-06-27,2023-06-24 to 2023-06-27,4,"('Disturbed', 'Jacob Collier')",2,Munich,Germany,,360.0,180.0
2023-09-09,2023-09-09,2023-09-09,1,"('Ed Sheeran', 'Zedd')",2,Las Vegas,US,NV,360.0,180.0
2023-05-20,2023-05-25,2023-05-20 to 2023-05-25,6,"('Paramore', 'Plini', 'Veil of Maya')",3,Atlanta,US,GA,370.0,123.33
2023-06-27,2023-06-30,2023-06-27 to 2023-06-30,4,"('Bring Me The Horizon', 'Fall Out Boy', 'Matchbox Twenty')",3,The Woodlands,US,TX,370.0,123.33
2023-06-28,2023-06-29,2023-06-28 to 2023-06-29,2,"('Bring Me The Horizon', 'Fall Out Boy', 'Matchbox Twenty')",3,Dallas,US,TX,370.0,123.33
2023-07-22,2023-07-26,2023-07-22 to 2023-07-26,5,"('Bring Me The Horizon', 'Fall Out Boy', 'Matchbox Twenty')",3,Virginia Beach,US,VA,370.0,123.33
2023-07-30,2023-08-02,2023-07-30 to 2023-08-02,4,"('Bring Me The Horizon', 'Fall Out Boy', 'Matchbox Twenty')",3,Toronto,Canada,ON,370.0,123.33
2023-08-01,2023-08-04,2023-08-01 to 2023-08-04,4,"('Bring Me The Horizon', 'Fall Out Boy', 'Matchbox Twenty')",3,Darien Center,US,NY,370.0,123.33
2023-07-19,2023-07-19,2023-07-19,1,"('Jacob Collier', 'OneRepublic')",2,Ostrava,Czech Republic,,370.0,185.0
2023-05-19,2023-05-23,2023-05-19 to 2023-05-23,5,"('Paramore', 'Plini', 'Sungazer')",3,Charlotte,US,NC,380.0,126.67
2023-06-29,2023-06-30,2023-06-29 to 2023-06-30,2,"('DOMi & JD BECK', 'Jacob Collier', 'Yaron Herman')",3,Vienne,France,,380.0,126.67
2023-08-01,2023-08-07,2023-08-01 to 2023-08-07,7,"('Breaking Benjamin', 'Disturbed', 'Sam Smith')",3,Raleigh,US,NC,380.0,126.67
2023-08-05,2023-08-11,2023-08-05 to 2023-08-11,7,"('Bring Me The Horizon', 'Disturbed', 'Fall Out Boy')",3,Holmdel,US,NJ,380.0,126.67
2023-06-12,2023-06-14,2023-06-12 to 2023-06-14,3,"('Jacob Collier', 'NOTD')",2,Pittsburgh,US,PA,380.0,190.0
2023-08-05,2023-08-05,2023-08-05,1,"('Maroon 5', 'Zedd')",2,Las Vegas,US,NV,380.0,190.0
2023-08-12,2023-08-12,2023-08-12,1,"('Maroon 5', 'Zedd')",2,Las Vegas,US,NV,380.0,190.0
2023-05-03,2023-05-05,2023-05-03 to 2023-05-05,3,"('Arch Echo', 'Haken', 'May Erlewine', 'Theo Katzman')",4,Toronto,Canada,ON,390.0,97.5
2023-05-13,2023-05-17,2023-05-13 to 2023-05-17,5,"('Lizzo', 'RAYE', 'Theo Katzman', 'Veil of Maya')",4,Chicago,US,IL,390.0,97.5
2023-07-28,2023-07-28,2023-07-28,1,"('Haken', 'Periphery', 'Unprocessed')",3,Manchester,UK,,390.0,130.0
2023-08-11,2023-08-11,2023-08-11,1,"('Foo Fighters', 'Zedd')",2,San Francisco,US,CA,390.0,195.0
2023-05-05,2023-05-09,2023-05-05 to 2023-05-09,5,"('Mac Ayres', 'May Erlewine', 'Plini', 'Sungazer')",4,Chicago,US,IL,400.0,100.0
2023-05-08,2023-05-12,2023-05-08 to 2023-05-12,5,"('May Erlewine', 'Plini', 'Sungazer', 'Theo Katzman')",4,Minneapolis,US,MN,400.0,100.0
2023-05-25,2023-05-27,2023-05-25 to 2023-05-27,3,"('Bruno Mars', 'Marshmello', 'Matchbox Twenty', 'The Chainsmokers')",4,Las Vegas,US,NV,400.0,100.0
2023-10-21,2023-10-21,2023-10-21,1,"('5 Seconds of Summer', 'Good Charlotte', 'Magnolia Park', 'Thirty Seconds To Mars')",4,Las Vegas,US,NV,400.0,100.0
2023-06-23,2023-06-28,2023-06-23 to 2023-06-28,6,"('Bring Me The Horizon', 'Fall Out Boy', 'Madeon')",3,Dallas,US,TX,400.0,133.33
2023-06-11,2023-06-12,2023-06-11 to 2023-06-12,2,"('Jacob Collier', 'Paramore')",2,Pittsburgh,US,PA,400.0,200.0
2023-07-01,2023-07-01,2023-07-01,1,"('Marshmello', 'Zedd')",2,Las Vegas,US,NV,400.0,200.0
2023-07-15,2023-07-15,2023-07-15,1,"('Marshmello', 'Zedd')",2,Las Vegas,US,NV,400.0,200.0
2023-05-06,2023-05-10,2023-05-06 to 2023-05-10,5,"('Mac Ayres', 'Plini', 'Sungazer', 'Theo Katzman')",4,Detroit,US,MI,410.0,102.5
2023-09-02,2023-09-02,2023-09-02,1,"('Bruno Mars', 'Foo Fighters', 'Maroon 5', 'Post Malone')",4,São Paulo,Brazil,,430.0,107.5
2023-06-15,2023-06-15,2023-06-15,1,"('Disturbed', 'Hollywood Undead', 'Meshuggah', 'Three Days Grace')",4,Dessel,Belgium,,450.0,112.5
2023-05-26,2023-05-26,2023-05-26,1,"('Lil Nas X', 'Lizzo', 'Post Malone')",3,Napa,US,CA,450.0,150.0
2023-05-25,2023-05-25,2023-05-25,1,"('Avenged Sevenfold', 'Foo Fighters', 'Queens of the Stone Age', 'TOOL')",4,Columbus,US,OH,460.0,115.0
2023-06-29,2023-06-29,2023-06-29,1,"('Lil Nas X', 'Lizzo', 'OneRepublic')",3,Stockholm,Sweden,,460.0,153.33
2023-05-24,2023-05-26,2023-05-24 to 2023-05-26,3,"('Foo Fighters', 'Paramore', 'Queens of the Stone Age', 'Veil of Maya')",4,Boston,US,MA,470.0,117.5
2023-05-19,2023-05-24,2023-05-19 to 2023-05-24,6,"('Bruno Mars', 'Marshmello', 'deadmau5')",3,Las Vegas,US,NV,470.0,156.67
2023-06-03,2023-06-08,2023-06-03 to 2023-06-08,6,"('Bruno Mars', 'Marshmello', 'deadmau5')",3,Las Vegas,US,NV,470.0,156.67
2023-08-02,2023-08-05,2023-08-02 to 2023-08-05,4,"('Bring Me The Horizon', 'Fall Out Boy', 'Sam Smith')",3,Boston,US,MA,470.0,156.67
2023-05-02,2023-05-06,2023-05-02 to 2023-05-06,5,"('Arch Echo', 'Haken', 'Lizzo', 'May Erlewine', 'Theo Katzman')",5,Montreal,Canada,QC,480.0,96.0
2023-05-17,2023-05-21,2023-05-17 to 2023-05-21,5,"('Arch Echo', 'Haken', 'Plini', 'Veil of Maya')",4,Atlanta,US,GA,480.0,120.0
2023-06-02,2023-06-02,2023-06-02,1,"('Foo Fighters', 'Hollywood Undead', 'Meshuggah', 'Three Days Grace')",4,Nuremberg,Germany,,480.0,120.0
2023-06-23,2023-06-29,2023-06-23 to 2023-06-29,7,"('Bring Me The Horizon', 'Fall Out Boy', 'Madeon', 'Matchbox Twenty')",4,Dallas,US,TX,480.0,120.0
2023-06-09,2023-06-09,2023-06-09,1,"('Diplo', 'Lil Nas X', 'Lizzo')",3,Corona,US,NY,480.0,160.0
2023-05-05,2023-05-11,2023-05-05 to 2023-05-11,7,"('Arch Echo', 'Haken', 'Plini', 'Sungazer')",4,Toronto,Canada,ON,490.0,122.5
2023-05-11,2023-05-14,2023-05-11 to 2023-05-14,4,"('Arch Echo', 'Haken', 'Plini', 'Sungazer')",4,New York (NYC),US,NY,490.0,122.5
2023-05-13,2023-05-19,2023-05-13 to 2023-05-19,7,"('Arch Echo', 'Haken', 'Plini', 'Sungazer')",4,Charlotte,US,NC,490.0,122.5
2023-05-19,2023-05-23,2023-05-19 to 2023-05-23,5,"('Arch Echo', 'Haken', 'Plini', 'Sungazer')",4,Dallas,US,TX,490.0,122.5
2023-05-24,2023-05-27,2023-05-24 to 2023-05-27,4,"('Arch Echo', 'Haken', 'Plini', 'Sungazer')",4,Los Angeles (LA),US,CA,490.0,122.5
2023-06-07,2023-06-07,2023-06-07,1,"('Bring Me The Horizon', 'Disturbed', 'Monuments', 'Three Days Grace')",4,Castle Donington,UK,,490.0,122.5
2023-07-07,2023-07-13,2023-07-07 to 2023-07-13,7,"('Breaking Benjamin', 'Bring Me The Horizon', 'Disturbed', 'Fall Out Boy')",4,West Valley City,US,UT,490.0,122.5
2023-06-29,2023-07-05,2023-06-29 to 2023-07-05,7,"('DOMi & JD BECK', 'Jacob Collier', 'Snarky Puppy', 'Yaron Herman')",4,Vienne,France,,500.0,125.0
2023-07-21,2023-07-22,2023-07-21 to 2023-07-22,2,"('Dave Koz', 'Marshmello', 'Zedd')",3,Las Vegas,US,NV,500.0,166.67
2023-05-05,2023-05-05,2023-05-05,1,"('Zedd', 'deadmau5')",2,Concord,US,CA,500.0,250.0
2023-06-11,2023-06-14,2023-06-11 to 2023-06-14,4,"('Jacob Collier', 'NOTD', 'Paramore')",3,Pittsburgh,US,PA,510.0,170.0
2023-06-15,2023-06-15,2023-06-15,1,"('Foo Fighters', 'Lil Nas X', 'Vulfpeck')",3,Manchester,US,TN,520.0,173.33
2023-10-05,2023-10-05,2023-10-05,1,"('Avenged Sevenfold', 'Korn', 'Queens of the Stone Age', 'TOOL', 'You Me At Six')",5,Sacramento,US,CA,530.0,106.0
2023-09-21,2023-09-21,2023-09-21,1,"('Avenged Sevenfold', 'Foo Fighters', 'Queens of the Stone Age', 'TOOL', 'You Me At Six')",5,Louisville,US,KY,540.0,108.0
2023-05-09,2023-05-15,2023-05-09 to 2023-05-15,7,"('Plini', 'RAYE', 'Sungazer', 'Theo Katzman', 'Veil of Maya')",5,Chicago,US,IL,550.0,110.0
2023-05-19,2023-05-25,2023-05-19 to 2023-05-25,7,"('Bruno Mars', 'Marshmello', 'The Chainsmokers', 'deadmau5')",4,Las Vegas,US,NV,550.0,137.5
2023-07-22,2023-07-28,2023-07-22 to 2023-07-28,7,"('Dave Koz', 'Maroon 5', 'Marshmello', 'deadmau5')",4,Las Vegas,US,NV,570.0,142.5
2023-05-01,2023-05-05,2023-05-01 to 2023-05-05,5,"('Arch Echo', 'Disturbed', 'Haken', 'May Erlewine', 'Theo Katzman', 'Theory of a Deadman')",6,Toronto,Canada,ON,600.0,100.0
2023-08-12,2023-08-17,2023-08-12 to 2023-08-17,6,"('Maroon 5', 'Zedd', 'deadmau5')",3,Las Vegas,US,NV,610.0,203.33
2023-06-28,2023-06-28,2023-06-28,1,"('Lil Nas X', 'Lizzo', 'OneRepublic', 'Queens of the Stone Age', 'Thundercat')",5,Gdynia,Poland,,650.0,130.0
2023-07-06,2023-07-06,2023-07-06,1,"('Jacob Collier', 'Lizzo', 'Queens of the Stone Age', 'Sam Smith')",4,Algés,Portugal,,650.0,162.5
2023-06-02,2023-06-02,2023-06-02,1,"('Bring Me The Horizon', 'Foo Fighters', 'Hollywood Undead', 'Meshuggah', 'Three Days Grace')",5,Nürburg,Germany,,660.0,132.0
2023-05-13,2023-05-13,2023-05-13,1,"('Korn', 'System Of A Down', 'The Chicks', 'Zedd')",4,Las Vegas,US,NV,710.0,177.5
2023-05-19,2023-05-19,2023-05-19,1,"('AJR', 'Lil Nas X', 'Paramore', 'Thundercat')",4,Gulf Shores,US,AL,730.0,182.5
2023-06-29,2023-06-29,2023-06-29,1,"('Jacob Collier', 'Lil Nas X', 'Muse', 'Queens of the Stone Age', 'RAYE')",5,Rotselaar,Belgium,,820.0,164.0
2023-05-13,2023-05-14,2023-05-13 to 2023-05-14,2,"('Korn', 'Marshmello', 'System Of A Down', 'The Chicks', 'Zedd')",5,Las Vegas,US,NV,840.0,168.0
2023-06-24,2023-06-29,2023-06-24 to 2023-06-29,6,"('Harry Styles', 'Jacob Collier', 'Lil Nas X', 'Muse', 'Queens of the Stone Age', 'RAYE')",6,Rotselaar,Belgium,,910.0,151.67
2023-07-06,2023-07-06,2023-07-06,1,"('Jacob Collier', 'Lil Nas X', 'Lizzo', 'Queens of the Stone Age', 'Sam Smith')",5,Madrid,Spain,,920.0,184.0
2023-05-13,2023-05-19,2023-05-13 to 2023-05-19,7,"('Korn', 'Marshmello', 'System Of A Down', 'The Chicks', 'Zedd', 'deadmau5')",6,Las Vegas,US,NV,1070.0,178.33
